637.347	-20.143795	-24.078045	1266.050659
620.148	-4.696950	5.409597	1244.938599
Event	209	Guns	2
557.262	4.176785	41.756042	1164.452393
617.487	-45.911541	14.546959	1240.689087
Event	210	Guns	2
550.194	18.385168	3.832901	1155.961914
617.738	0.171796	-27.004913	1241.644165
Event	211	Guns	2
614.835	-44.245090	8.395794	1237.476929
630.63	5.128288	34.961044	1257.570068
Event	212	Guns	2
608.188	2.916869	-20.995562	1229.759521
631.533	-29.417376	-5.806476	1258.836304
Event	213	Guns	2
578.283	24.805508	-27.857773	1191.506470
629.115	32.725342	29.686724	1255.397949
Event	214	Guns	2
571.488	23.067976	40.456928	1182.510742
629.749	-16.075989	8.638485	1256.833496
Event	215	Guns	2
591.346	2.962821	-45.628269	1207.814941
577.036	35.317715	1.296721	1189.977417
Event	216	Guns	2
584.948	-22.240238	-9.583869	1200.322021
578.25	17.832153	-41.929688	1191.177979
Event	217	Guns	2
555.507	10.395333	17.050592	1162.780396
576.482	-36.226578	24.167156	1188.999756
Event	218	Guns	2
598.145	9.066934	-2.408320	1217.243774
626.357	-6.492211	-20.895967	1252.537476
Event	219	Guns	2
572.871	-11.746274	-38.564884	1184.506836
557.496	20.454191	-16.962320	1165.205200
Event	220	Guns	2
617.066	14.717831	1.161698	1241.008057
609.584	11.433173	39.452984	1231.013550
Event	221	Guns	2
586.148	27.853859	19.909025	1201.601562
555.708	6.863278	-35.487774	1162.649658
Event	222	Guns	2
629.906	38.564163	-26.592436	1256.289062
607.165	-40.896091	-25.791594	1227.702759
Event	223	Guns	2
599.424	-26.292040	0.820676	1218.611694
553.92	-13.594302	-25.310638	1160.555908
Event	224	Guns	2
643.382	-13.074769	39.068001	1273.280273
555.676	40.035362	-4.437000	1162.472534
Event	225	Guns	2
612.614	28.298206	-24.508675	1234.939331
552.064	-17.375130	-6.394087	1158.374512
Event	226	Guns	2
556.169	11.091659	28.522926	1163.400513
603.176	4.643917	-5.294485	1223.608887
Event	227	Guns	2
620.066	10.513485	10.678411	1244.766479
615.003	21.649635	-35.809322	1237.799438
Event	228	Guns	2
613.304	42.943752	-21.690062	1235.437256
615.72	-8.597270	-10.080079	1239.336548
Event	229	Guns	2
633.155	-46.824276	-5.286021	1260.336060
562.99	5.869522	32.295155	1172.097412
Event	230	Guns	2
576.613	-9.864611	20.651817	1189.743164
614.004	44.961414	7.853033	1236.410278
Event	231	Guns	2
596.782	-16.807402	9.737668	1215.402588
611.716	32.406246	28.865831	1233.615845
Event	232	Guns	2
640.725	-1.250852	-7.247933	1270.622070
613.406	35.411095	-17.491762	1235.871582
Event	233	Guns	2
559.884	16.925865	-42.075584	1167.693970
559.673	-34.623009	-0.976148	1167.789307
Event	234	Guns	2
553.546	31.209528	27.409792	1159.686157
610.969	17.880583	-43.569836	1232.539917
Event	235	Guns	2
606.433	-5.401355	-46.971050	1226.822510
603.272	18.162796	6.683825	1223.596436
Event	236	Guns	2
600.528	-25.463257	-6.618362	1220.005127
605.184	-5.241151	5.556257	1226.135986
Event	237	Guns	2
569.986	27.122438	29.281080	1180.833862
551.865	42.815784	-13.446365	1157.397217
Event	238	Guns	2
562.949	31.731361	-15.517864	1171.971802
552.192	0.330972	41.261101	1157.952148
Event	239	Guns	2
632.792	-49.738415	-7.035932	1259.762329
649.388	12.099088	-20.194159	1281.185181
Event	240	Guns	2
576.178	-12.589133	25.236811	1189.075073
600.348	23.629734	28.357298	1219.502441
Event	241	Guns	2
596.608	-22.891655	12.026052	1215.062134
648.439	-3.882539	-35.958370	1279.713623
Event	242	Guns	2
639.675	3.447361	18.508469	1269.197021
598.903	28.420763	5.738035	1217.891724
Event	243	Guns	2
554.061	13.909024	21.163921	1160.817139
611.4	36.535408	1.489612	1233.440186
Event	244	Guns	2
597.291	18.483944	-4.842776	1216.050537
612.086	17.509771	-43.676769	1233.947388
Event	245	Guns	2
566.678	-34.220757	-10.455945	1176.735718
608.732	21.321312	-18.077568	1230.309082
Event	246	Guns	2
610.652	-29.040602	37.930538	1232.115601
610.445	6.596815	20.286381	1232.596924
Event	247	Guns	2
630.269	-28.513247	10.198985	1257.251343
557.356	3.012334	-14.644884	1165.232544
Event	248	Guns	2
623.086	2.184849	42.197357	1247.922607
607.479	-29.205095	-15.836314	1228.600586
Event	249	Guns	2
